OBJECTID,quadrat,tag,StemTag,sp,hom,dbh_2023,status_2023,codes_2023,notes_2023,living_status_2023,fad_2023,wound_2023,rot_2023,canker_2023,dbh_if_dead_2023,dbh_if_dead,status_2024,living_status_2024,crown_position_2024,crown_intact,crown_living,fad_choices,fad_2024,liana_load,wound_2024,rot_2024,canker_2024,lean_angle,lean_direction,dead_with_resprout,crown_check,dead_dbh_check,comment_mortality_2024,dbh_dead_2024,GlobalID,EditDate,Editor,mort_census_status,dbh_verified
27,303,30059,2,caca,1.4,116,LI,L,,AU,"UP,HS,W",2,NA,NA,NA,,LI,AU,3,85,80,W,"R,W",2,2,3,,78,241,,,,,,58aacb30-a5bb-4f78-8281-e0f7f0101bf1,7/10/2024 4:27:38 PM,shuej21,finished,
28,304,30095,2,qupr,1.3,211,LI,,,AU,K,NA,NA,2,NA,,,,,,,,,,,,,,,,,,,,bb636d0e-0579-493f-bd65-a162f789f4e2,3/19/2024 4:37:01 PM,shuej21,not started,
29,305,30220,2,qupr,1.3,375,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,e33f0b60-84ef-4f20-9bb7-bede877d3f7b,3/19/2024 4:37:01 PM,shuej21,not started,
30,307,30339,2,litu,1.3,557,LI,,,A,,NA,NA,NA,NA,,LI,A,4,100,100,,,,,,,,,,,,,,7d4bacb8-092a-40ae-b7e7-4666f3822b3c,7/9/2024 3:25:26 PM,shuej21,finished,
31,307,30339,3,litu,1.3,162,LI,,,A,,NA,NA,NA,NA,,LI,AU,2,95,90,W,"R,W",3,2,3,,,,,,,,,5fef4caf-ebeb-4374-84cc-efc280865bfa,7/9/2024 3:29:50 PM,shuej21,finished,
32,307,30362,2,caca,1.3,115,LI,,,AU,"K,W",1,NA,1,NA,,LI,AU,2,90,90,LF,"R,W,LF",,2,2,,,,,,,ES,,ed438b46-f17f-4fb2-b645-847b6ff07804,7/9/2024 2:24:42 PM,shuej21,finished,
33,307,30363,2,litu,1.3,165,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,75d7acd8-bd3f-4e5a-836a-dbe02220573a,3/19/2024 4:37:01 PM,shuej21,not started,
34,317,32031,2,cagl,1.3,135,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,7c2c18d9-b1ff-4546-8e33-2759eaabb443,3/19/2024 4:37:01 PM,shuej21,not started,
35,318,32050,2,tiam,1.3,144,LI,,,AU,W,3,NA,NA,NA,,,,,,,,,,,,,,,,,,,,ac9d472a-2591-4e71-a9da-1900c5a5cf52,3/19/2024 4:37:01 PM,shuej21,not started,
36,319,32086,2,caca,1.3,103,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,13af2675-65af-4e2f-8925-5fde5c605c5c,3/19/2024 4:37:01 PM,shuej21,not started,
37,320,32116,2,tiam,1.3,140,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,986c8897-ec8d-4af2-9e21-2f8ac00a8aaf,3/19/2024 4:37:01 PM,shuej21,not started,
38,322,32180,2,tiam,1.3,192,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,d7c99095-b13f-477b-8e25-b20e4655dbb6,3/19/2024 4:37:01 PM,shuej21,not started,
39,327,32366,2,litu,2.3,372,LI,"BT,A",Ladder needed to measure - western most stem,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,24daa4d5-9821-4b15-9406-20b6d4de0865,3/19/2024 4:37:01 PM,shuej21,not started,
40,327,32366,4,litu,1.3,532,LI,"BT,DV",Ladder needed to measure,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,9406e8c6-0ed4-4e61-8e74-e51b8660d175,3/19/2024 4:37:01 PM,shuej21,not started,
41,329,32417,2,litu,1.3,663,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,4f36103d-310e-45a6-a6f5-a20077d18f9b,3/19/2024 4:37:01 PM,shuej21,not started,
42,401,40024,2,juni,1.3,266,LI,,,A,,NA,NA,NA,NA,,LI,A,3,95,95,,,,,,,,,,,,ES,,2e72ce47-5049-4c27-a339-9d12f5d61489,7/9/2024 6:52:19 PM,shuej21,finished,
43,401,40028,2,ploc,1.3,412,LI,,,A,,NA,NA,NA,NA,,LI,A,4,100,90,,,,,,,,,,,,ES,,9f941655-691d-45e9-8025-06bbad2d245f,7/9/2024 6:50:13 PM,shuej21,finished,
44,401,40028,3,ploc,1.3,396,LI,,,A,,NA,NA,NA,NA,,LI,A,4,100,90,,,,,,,,,,,,ES,,e624ca76-0115-49bd-b081-238a02ab7c57,7/9/2024 6:50:57 PM,shuej21,finished,
45,409,40664,2,caco,2.3,392,LI,A,Ladder needed to measure,A,,NA,NA,NA,NA,,LI,AU,4,100,100,K,"R,K",,,2,1,,,,,,ES,,bdcf95b9-edab-4521-8fe6-b7ce68ac5ce0,7/9/2024 3:38:03 PM,shuej21,finished,
46,412,40873,2,fagr,1.3,181,LI,DV,This stem wasnâ€™t in the database but had been sprayed previously,,,NA,NA,NA,NA,,LI,A,2,100,100,,,2,,,,,,,,,,,7eed6b2f-f0d5-4229-8b54-309cd6cabc1c,6/20/2024 5:21:48 PM,shuej21,finished,
47,413,40925,2,tiam,1.4,183,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,,,bec428a7-dbfb-419f-a365-ae7d998b7a2a,6/21/2024 6:51:15 PM,shuej21,finished,
48,413,40925,3,tiam,1.3,295,LI,,Stem tag added; stem order doesnâ€™t make sense with dbh but continued for consistency,A,,NA,NA,NA,NA,,LI,AU,4,100,95,W,W,,2,,,,,,,,,,3d527da9-0ee1-4d77-8085-094e7ef950c0,6/21/2024 6:54:29 PM,shuej21,finished,
49,413,40925,4,tiam,1.3,311,LI,,Stem tag added,A,,NA,NA,NA,NA,,LI,A,4,80,75,,,,,,,,,,,,,,38399e7f-5706-4c2e-833f-0268d3f11e4e,6/21/2024 6:56:34 PM,shuej21,finished,
50,413,40941,2,litu,2.1,622,LI,"I,A","Not sure if Big tree, Bark peeling out",AU,R,NA,3,NA,NA,,,,,,,,,,,,,,,,,,,,bf20b497-4916-4099-9e88-da84ce497573,3/19/2024 4:37:01 PM,shuej21,not started,
51,415,40969,2,tiam,1.3,323,LI,"P,I,RT,X",Stem is cracked and lying down but not completely detached from roots,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,e1dfe2bc-d446-4810-a7b4-96e7437f4ef7,3/19/2024 4:37:01 PM,shuej21,not started,
52,415,40972,2,litu,1.3,721,LI,,,A,,NA,NA,NA,NA,,LI,A,4,100,97,,,,,,,,,,,,,,e8f32565-05c9-4335-8e6d-3975cd6ec06c,6/21/2024 8:34:02 PM,shuej21,finished,
53,415,40978,2,caca,1.3,129,LI,DV,Was sprayed but not in database,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,96646805-6d80-4905-92be-30f940b6d443,3/19/2024 4:37:01 PM,shuej21,not started,
54,417,42020,2,ploc,1.3,422,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,cb9c5ff2-79bc-4802-80a2-e6f719ce5160,3/19/2024 4:37:01 PM,shuej21,not started,
55,431,42567,2,caovl,1.3,218,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,56ad5887-0f5b-4bdc-a11e-0d83e2ed4479,3/19/2024 4:37:01 PM,shuej21,not started,
56,501,50019,2,ploc,1.3,113,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,6bad64f3-8580-4aa4-bcf9-80dc8982596d,3/19/2024 4:37:01 PM,shuej21,not started,
57,503,50169,2,caca,1.4,101,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,39a607ee-d6a8-4b26-9ba9-9ea6d86516ec,3/19/2024 4:37:01 PM,shuej21,not started,
58,503,50217,2,qupr,1.3,306,LI,"I,DV",,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,747d16a3-de10-4136-93d9-43146b3d7014,3/19/2024 4:37:01 PM,shuej21,not started,
59,503,50231,2,nysy,1.3,143,LI,,,AU,"W,R,HS",1,1,NA,NA,,,,,,,,,,,,,,,,,,,,91c9fac1-6900-4d4f-8b04-2e2bfda9237f,3/19/2024 4:37:01 PM,shuej21,not started,
60,509,50469,2,caco,1.3,446,LI,,,AU,K,NA,NA,2,NA,,LI,AU,4,95,95,K,K,,,,2,,,,,,ES,,5cef3520-4dca-4912-b7e2-055be29e54e2,7/9/2024 3:31:20 PM,shuej21,finished,
61,509,50469,3,caco,1.3,406,LI,,Northernmost stem,AU,K,NA,NA,2,NA,,LI,AU,4,100,100,K,K,,,,1,,,,,,ES,,795818c8-bce3-402a-9a5f-5e33575e9442,7/9/2024 3:30:50 PM,shuej21,finished,
62,509,50474,2,litu,1.3,350,LI,,Appears to be only stem,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,40cecb74-978f-48de-ba8c-95b0b1772ab1,3/19/2024 4:37:01 PM,shuej21,not started,
63,510,50484,2,quru,1.3,449,LI,,,A,,NA,NA,NA,NA,,LI,A,3,90,50,,,,,,,,,,,,,,52e62953-ddc5-4156-b424-6bebb53e3304,6/20/2024 7:57:36 PM,shuej21,finished,
64,511,50515,2,caca,1.3,102,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,e83255a1-05ef-4d17-87b4-e5bce852029b,3/19/2024 4:37:01 PM,shuej21,not started,
65,513,50555,2,litu,1.3,316,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,85,,,,,,,,,,,,,,82688c28-cc7a-4b76-bd21-fd7b4c9a6151,6/20/2024 4:27:32 PM,shuej21,finished,
66,515,50571,2,caca,1.3,105,LI,,,,,NA,NA,NA,NA,,LI,AU,2,95,95,W,W,,2,,,,,,,,,,8ac0ae87-f859-47c1-9376-acad2af20231,6/17/2024 9:03:24 PM,shuej21,finished,
67,515,50658,5,caca,1.3,105,LI,,,,,NA,NA,NA,NA,,LI,AU,2,100,95,R,"W,R",,2,2,,,,,,,,,20ec24b5-7624-486d-bb3d-3d599f6416e9,6/17/2024 9:30:16 PM,shuej21,finished,
68,516,50675,2,caca,1.3,101,LI,,,,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,,,b84eaee1-30c1-4bba-94e9-b8817e344bfd,6/17/2024 11:57:30 PM,shuej21,finished,
69,525,52270,2,caovl,1.3,178,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,,,b1d42115-bc02-4893-883e-a77035179405,7/11/2024 8:14:45 PM,shuej21,finished,
70,601,60015,2,qual,1.3,190,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,13b764da-7c5a-4a48-8952-60bdca6019fa,3/19/2024 4:37:01 PM,shuej21,not started,
71,603,60040,2,cato,1.3,346,LI,,,AU,"W,R",2,2,NA,NA,,,,,,,,,,,,,,,,,,,,6980a744-3bfe-4714-911a-79ae039dc427,3/19/2024 4:37:01 PM,shuej21,not started,
72,610,60200,2,caca,1.3,159,LI,I,,AU,W,3,NA,NA,NA,,LI,AU,3,80,70,R,"W,R",,3,2,,,,,,,Massive wound - a large portion of the trunk is missing,,6248ecf3-d933-431a-915e-6f259772f6fb,5/16/2024 5:38:02 PM,shuej21,finished,
73,608,60348,2,qupr,1.3,543,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,83d0fb46-6018-4469-a799-bcf5bda000d3,3/19/2024 4:37:01 PM,shuej21,not started,
74,617,62050,2,cato,1.3,160,LI,,,,,NA,NA,NA,NA,,LI,A,3,100,90,,,,,,,,,,,,,,45320c6d-d93e-419e-8a86-d13bb27aee27,6/17/2024 4:19:58 PM,shuej21,finished,
75,703,70061,2,cato,1.3,121,LI,,,AU,K,NA,NA,2,NA,,LI,A,2,85,85,,,,,,,,,,,,,,e0910d44-6558-40b7-aa8c-ca79f53d8f78,6/3/2024 7:48:09 PM,shuej21,finished,
76,712,70472,5,fagr,1.3,155,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,469140f1-6c82-45eb-afa4-cd858200530e,3/19/2024 4:37:01 PM,shuej21,not started,
77,715,70499,2,litu,1.6,450,LI,"A,DV,BT",,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,19212129-ebe4-4726-a249-2181acb37ef3,3/19/2024 4:37:01 PM,shuej21,not started,
78,717,72041,2,cato,1.3,119,LI,,,A,,NA,NA,NA,NA,,LI,AU,2,15,15,W,"B,K,W",,1,,2,,,,,,Stem broken 50 percent of the way up the trunk.,,ad638cf5-ffd8-468b-93a7-9513ead7c505,5/17/2024 5:43:56 PM,shuej21,finished,
79,723,72256,2,litu,1.3,205,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,a4c7a6e9-da52-478b-9068-bb25a6e2a009,3/19/2024 4:37:01 PM,shuej21,not started,
80,805,80221,2,acru,1.3,110,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,bbee0372-c160-4b26-a660-4667180522d4,3/19/2024 4:37:01 PM,shuej21,not started,
81,820,82139,2,acru,1.3,117,LI,,,AU,K,NA,NA,1,NA,,,,,,,,,,,,,,,,,,,,37f78373-a6e3-4f5a-bb90-1b389d268e31,3/19/2024 4:37:01 PM,shuej21,not started,
82,825,82263,2,cagl,1.4,358,LI,,,A,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,1dd43d62-0a94-4c21-9e4b-f7fc857c9248,3/19/2024 4:37:01 PM,shuej21,not started,
83,828,82357,2,litu,1.3,247,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,100,,,,,,,,,,,,,,f0c1601f-9f98-4fa7-9da3-265bc94ff64a,7/31/2024 8:19:29 PM,shuej21,finished,
84,829,82368,2,litu,1.3,304,LI,,,AU,K,NA,NA,2,NA,,LI,A,2,90,90,,,,,,,,,,,,ES,,ace16d0e-0af4-44f7-8820-41dad7d3b50e,7/31/2024 8:12:42 PM,shuej21,finished,
85,904,90413,2,litu,2.3,578,LI,"A,BT",,A,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,,,478633b2-83b2-4ccd-adeb-e6bee7f807b6,5/22/2024 8:11:35 PM,shuej21,finished,
86,904,90413,3,litu,1.3,276,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,,,1a1809a0-d575-4337-86fc-50cbdaf85314,5/22/2024 8:12:26 PM,shuej21,finished,
87,910,90517,2,litu,1.3,306,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,100,,,0,,,,,,,,,,,25b1a4a7-e2dd-44f5-bbdb-827e73450ead,5/30/2024 4:10:20 PM,BagnaschiKJ@SI.EDU_SI,finished,
88,910,90616,3,fagr,1.3,130,LI,,,A,,NA,NA,NA,NA,,LI,AU,2,90,90,K,K,,,,1,,,,,,,,8ee3dee2-25d2-407e-afb9-9da8fba8309c,5/8/2024 5:54:21 PM,shuej21,finished,
89,917,92024,2,quru,2.3,466,LI,"BT,A",Ladder needed to measure,AU,K,NA,NA,1,NA,,,,,,,,,,,,,,,,,,,,7dbe885a-072b-4acd-a0ca-e182ad91adbd,3/19/2024 4:37:01 PM,shuej21,not started,
90,919,92090,2,cagl,2.3,323,LI,"BT,A",Ladder needed to measure,A,,NA,NA,NA,NA,,LI,AU,3,100,100,K,K,,,,1,,,,,,,,9188d310-d869-4d89-9bda-43789c581d67,7/26/2024 6:50:55 PM,shuej21,finished,
91,923,92270,2,acru,1.3,102,LI,,,,,NA,NA,NA,NA,,LI,AU,1,70,60,B,B,,,,,,,,,,Break 60% up the tree; ES,,9ead21ce-01e7-4fec-b090-2b0f8107b156,7/31/2024 2:54:47 PM,shuej21,finished,
92,926,92408,2,nysy,1.3,146,LI,,,AU,B,NA,NA,NA,NA,,LI,AU,1,15,15,R,"B,W,R",,2,2,,,,,,,Tree is broken 20 percent of the way up,,36dd21df-148f-4752-8ef5-5177f6da6082,7/31/2024 6:00:37 PM,shuej21,finished,
93,926,92409,2,litu,2,475,LI,"BT,A",Ladder needed to measure,A,,NA,NA,NA,NA,,LI,A,3,100,95,,,,,,,,,,,,,,38ab7fef-862f-4f75-bfe7-a7094e2079a9,7/31/2024 5:51:02 PM,shuej21,finished,
94,927,92450,2,cagl,1.3,367,LI,,,A,,NA,NA,NA,NA,,LI,AU,3,100,95,K,K,,,,2,,,,,,ES,,73e10fd8-f24d-43a2-81ea-b402bd4f0153,7/31/2024 5:58:55 PM,shuej21,finished,
95,927,92454,2,caovl,1.3,249,LI,,,,,NA,NA,NA,NA,,LI,A,2,100,95,,,,,,,,,,,,ES,,ebe0855e-a5b4-495c-bd03-7742ef162e16,7/31/2024 6:12:54 PM,shuej21,finished,
96,929,92512,2,litu,1.3,127,LI,M,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,199c2fd6-b167-4a41-b653-137c48e289e4,3/19/2024 4:37:01 PM,shuej21,not started,
97,930,92527,2,litu,1.3,187,LI,,,,,NA,NA,NA,NA,,LI,A,1,100,100,,,,,,,,,,,,ES,,f859848f-ce64-4d4a-92b8-52a7ce605d42,7/31/2024 7:08:17 PM,shuej21,finished,
98,1004,100720,2,litu,1.3,331,LI,,,AU,K,NA,NA,2,NA,,LI,AU,2,100,100,K,K,0,,,2,,,,,,IK,,b4ddba13-1577-4cb1-8f48-bf39cbd2cff5,5/30/2024 3:19:26 PM,shuej21,finished,
99,1011,100985,2,fagr,1.3,116,LI,,,A,,NA,NA,NA,NA,,LI,A,1,100,100,,,0,,,,,,,,,,,4fb943e4-d514-4983-950e-7fe6d73f4502,5/29/2024 2:13:23 PM,shuej21,finished,
100,1006,101008,2,tiam,1.3,127,LI,,,A,,NA,NA,NA,NA,,LI,A,1,100,100,,,0,,,,,,,,,IK,,ebd94b5b-a6b8-4790-8459-d19f8ae92205,5/30/2024 2:33:00 PM,shuej21,finished,
101,1008,101069,2,litu,1.3,291,LI,,,AU,DF,NA,NA,NA,NA,,LI,A,2,90,50,,,0,,,,,,,,,IK,,5ba66fac-25d5-4df3-8081-2c5ed2f8c879,5/29/2024 3:57:12 PM,shuej21,finished,
102,1009,101098,2,litu,1.3,242,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,100,,,0,,,,,,,,,,,bfc93259-2fd6-4e05-88e3-5575d832d888,5/29/2024 3:10:06 PM,shuej21,finished,
103,1014,101170,2,litu,1.3,253,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,100,,,,,,,,,,,,,,6f2e92a7-cadc-4a0e-8543-52d976fc998e,5/6/2024 8:36:08 PM,shuej21,finished,
104,1028,102430,2,litu,1.3,398,LI,,,AU,AN,NA,NA,NA,NA,,LI,AU,3,100,100,AN,"R,W,AN",,1,1,,,,,,,,,13b1e807-3c58-4e69-bbb8-314d950d2143,8/7/2024 3:07:36 PM,shuej21,finished,
105,1028,102430,3,litu,1.3,397,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,97,,,,,,,,,,,,Southern most tree,,f7525cee-def4-4b85-81af-e42cf506322c,8/7/2024 3:03:12 PM,shuej21,finished,
106,1028,102438,2,litu,2.3,476,LI,"BT,DV,A",Ladder needed to measure - northern most stem,A,,NA,NA,NA,NA,,LI,A,3,100,90,,,,,,,,,,,,Northern most stem,,92758b88-07d8-499e-892c-c3db8a88012d,8/6/2024 8:24:05 PM,shuej21,finished,
107,1029,102446,2,litu,1.3,273,LI,,,A,,NA,NA,NA,NA,,LI,A,2,95,95,,,,,,,,,,,,,,5106ae47-be4e-42ce-ac87-577e09e9ecfd,8/6/2024 8:14:45 PM,shuej21,finished,
108,1107,111032,2,litu,1.3,440,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,100,,,,,,,,,,,,KJB,,af8cfe0f-4f1e-42ed-8564-1cbabb0dd49e,5/29/2024 3:14:56 PM,shuej21,finished,
109,1118,112093,2,litu,1.3,548,LI,,,A,,NA,NA,NA,NA,,LI,A,3,100,95,,,,,,,41,288,,,,ES,,3207d1be-896e-4d5c-9098-f058bf8731ee,8/2/2024 3:16:17 PM,shuej21,finished,
110,1126,112388,2,cagl,1.3,158,LI,,,A,,NA,NA,NA,NA,,LI,A,2,100,100,,,,,,,,,,,,,,7c2b420a-47cd-4690-871a-f045296b278d,8/14/2024 5:04:51 PM,shuej21,finished,
111,1130,112478,2,caovl,1.3,135,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,e2b6b03a-c7d8-44b7-acff-1c2a9ef45c99,3/19/2024 4:37:01 PM,shuej21,not started,
112,1201,120018,2,nysy,1.3,228,LI,L,,A,,NA,NA,NA,NA,,LI,A,3,90,90,,,,,,,,,,,,,,f917c02c-3b14-415f-903c-089243b6bb1c,4/19/2024 2:42:11 PM,shuej21,finished,
113,1204,120830,2,litu,1.3,373,LI,,,A,,NA,NA,NA,NA,,LI,A,4,100,100,,,,,,,,,,,,,,c4a365a2-20c5-41c2-94eb-6dbed60aa458,8/13/2024 9:48:53 PM,shuej21,finished,
114,1210,121187,2,caca,1.3,100,LI,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,03bbd7d5-89b7-4ce8-85f8-05c5118823ad,3/19/2024 4:37:01 PM,shuej21,not started,
