"treeID","stemID","tag","StemTag","sp","quadrat","gx","gy","MeasureID","CensusID","dbh","hom","ExactDate","DFstatus","codes","date","status"
3159,3159,22130,1,"fram",220,35.1,391.10001,235886,3,556,"1.3","8/30/2018","alive","NULL",21426,"A"
3632,3632,22616,1,"litu",232,29.7,620.20001,238197,3,328,"1.3","9/12/2018","alive","NULL",21439,"A"
3707,3707,30045,1,"fram",302,41.1,31.3,238691,3,528,"1.3","9/6/2018","alive","NULL",21433,"A"
3740,3740,30080,1,"quru",304,48.3,67,227305,3,450,"1.3","7/17/2018","alive","F;I",21382,"A"
3754,3754,30095,1,"qupr",304,46.7,79.3,227336,3,568,"1.3","7/17/2018","alive","F;M",21382,"A"
3757,3757,30098,1,"quru",304,46.5,75.6,227341,3,608,"1.3","7/17/2018","alive","F",21382,"A"
3758,3758,30099,1,"qupr",304,54.1,66,227342,3,317,"1.3","7/17/2018","alive","F",21382,"A"
3833,3833,30191,1,"qupr",304,59,62.4,227364,3,582,"1.3","7/17/2018","alive","F",21382,"A"
3835,3835,30193,1,"cagl",304,59.4,65.7,227366,3,170,"1.3","7/17/2018","alive","F",21382,"A"
3837,3837,30195,1,"cagl",304,55.6,66.2,227370,3,223,"1.3","7/17/2018","alive","F",21382,"A"
3839,3839,30197,1,"fagr",304,57.9,69.5,227376,3,127,"1.3","7/17/2018","alive","F",21382,"A"
3842,3842,30200,1,"cagl",304,53.7,71.3,227385,3,108,"1.3","7/17/2018","alive","F",21382,"A"
3849,3849,30208,1,"cagl",304,56.3,78.4,227400,3,146,"1.3","7/17/2018","alive","F",21382,"A"
3851,3851,30210,1,"qupr",304,55.6,77.5,227403,3,314,"1.3","7/17/2018","alive","F",21382,"A"
3853,3853,30212,1,"fagr",304,51.6,79.2,227405,3,166,"1.3","7/17/2018","alive","F",21382,"A"
3854,3854,30213,1,"qupr",305,55,83.8,227434,3,252,"1.3","7/17/2018","alive","F",21382,"A"
3855,3855,30214,1,"fagr",305,54.6,84.7,227435,3,152,"1.3","7/17/2018","alive","F",21382,"A"
3858,3858,30217,1,"caovl",305,50.7,84.4,227438,3,138,"1.3","7/17/2018","alive","F",21382,"A"
3859,3859,30218,1,"qupr",305,46.5,82.2,227439,3,502,"1.3","7/17/2018","alive","F",21382,"A"
3860,3860,30219,1,"caovl",305,48.6,86.3,227440,3,238,"1.3","7/17/2018","alive","F",21382,"A"
3861,3861,30220,1,"qupr",305,48.6,86.4,227441,3,533,"1.3","7/17/2018","alive","F;M",21382,"A"
3864,3864,30223,1,"nysy",305,58.8,93.3,227445,3,258,"1.3","7/17/2018","alive","F",21382,"A"
3865,3865,30224,1,"fagr",305,58.1,95.9,227446,3,136,"1.3","7/17/2018","alive","F",21382,"A"
3870,3870,30229,1,"fram",306,48.4,100.9,240755,3,222,"1.3","9/7/2018","alive","M",21434,"A"
3948,3948,30309,1,"caovl",305,51.4,90,227452,3,234,"1.3","7/17/2018","alive","L",21382,"A"
3952,3952,30313,1,"nysy",305,59.2,99.1,227456,3,267,"1.3","7/17/2018","alive","F;I",21382,"A"
4059,4059,30429,1,"fram",312,50.1,220.60001,238950,3,87,"1.3","9/7/2018","alive","NULL",21434,"A"
4069,4069,30440,1,"fram",312,53.6,236.3,238969,3,153,"1.3","9/7/2018","alive","NULL",21434,"A"
4333,4333,32104,1,"fram",320,58.9,390,239400,3,134,"1.3","9/10/2018","alive","NULL",21437,"A"
4524,4524,32299,1,"frpe",324,43.6,473.39999,239552,3,74,"1.3","9/12/2018","alive","NULL",21439,"A"
4556,4556,32331,1,"frpe",325,41.5,498.10001,239706,3,36,"1.3","9/12/2018","alive","NULL",21439,"A"
4576,4576,32351,1,"cofl",326,54.8,517.09998,239573,3,103,"1.3","9/12/2018","alive","NULL",21439,"A"
4594,4594,32369,1,"quve",327,60,536.5,239722,3,270,"1.3","9/12/2018","alive","NULL",21439,"A"
4642,4642,32418,1,"frpe",329,50,568.5,239744,3,65,"1.3","9/12/2018","alive","NULL",21439,"A"
4791,4791,40028,1,"ploc",401,69.5,6.3,229838,3,468,"1.3","7/16/2018","alive","M",21381,"A"
4804,4804,40042,1,"fram",401,74.7,3.9,229866,3,85,"1.3","7/16/2018","alive","NULL",21381,"A"
4895,4895,40150,1,"qupr",403,80,53.8,227492,3,364,"1.3","7/13/2018","alive","F",21378,"A"
4900,4900,40155,1,"qupr",403,76.2,55.8,227497,3,378,"1.3","7/13/2018","alive","F",21378,"A"
4902,4902,40157,1,"qupr",403,76.2,57.4,227500,3,283,"1.3","7/13/2018","alive","F",21378,"A"
4905,4905,40160,1,"qupr",403,75.9,52.2,227504,3,270,"1.3","7/13/2018","alive","F",21378,"A"
4907,4907,40162,1,"quru",403,72.5,58.5,227506,3,550,"1.3","7/13/2018","alive","F",21378,"A"
4908,4908,40163,1,"qupr",403,69.8,59.4,227507,3,350,"1.3","7/13/2018","alive","F",21378,"A"
4910,4910,40165,1,"qupr",403,68,58.3,227509,3,252,"1.3","7/13/2018","alive","F",21378,"A"
4928,4928,40183,1,"cagl",403,66.5,54.8,227550,3,264,"1.3","7/13/2018","alive","F",21378,"A"
5026,5026,40549,1,"fagr",406,75.8,100.9,227637,3,201,"1.3","7/20/2018","alive","F",21385,"A"
5027,5027,40550,1,"cato",406,78.9,102,227638,3,281,"1.3","7/20/2018","alive","F",21385,"A"
5031,5031,40554,1,"fagr",406,78,110.3,227642,3,464,"1.3","7/20/2018","alive","F",21385,"A"
5035,5035,40558,1,"litu",406,77.3,119.6,227648,3,330,"1.3","7/20/2018","alive","F",21385,"A"
5037,5037,40560,1,"cato",406,72.4,118.6,227650,3,123,"1.3","7/20/2018","alive","F",21385,"A"
5081,5081,40604,1,"caovl",406,61.3,100.8,227659,3,273,"1.3","7/20/2018","alive","F",21385,"A"
5083,5083,40606,1,"cagl",406,66.9,100.2,227661,3,108,"1.3","7/20/2018","alive","F",21385,"A"
5086,5086,40609,1,"fagr",406,68.4,105.8,227664,3,109,"1.3","7/20/2018","alive","F",21385,"A"
5089,5089,40612,1,"caovl",406,62,105.5,227667,3,253,"0","7/20/2018","alive","F",21385,"A"
5090,5090,40613,1,"cagl",406,67.5,105.4,227668,3,125,"1.3","7/20/2018","alive","F",21385,"A"
5092,5092,40615,1,"fagr",406,64.4,112.2,227670,3,189,"1.3","7/20/2018","alive","F",21385,"A"
5098,5098,40622,1,"cato",407,73.3,122.2,227700,3,418,"1.3","7/20/2018","alive","F",21385,"A"
5101,5101,40626,1,"litu",407,78.8,124.4,227703,3,137,"1.3","7/20/2018","alive","F",21385,"A"
5108,5108,40634,1,"litu",407,78.8,135.7,227715,3,153,"1.3","7/20/2018","alive","F",21385,"A"
5269,5269,40801,1,"fram",410,78.2,191.3,241388,3,69,"1.3","9/10/2018","alive","NULL",21437,"A"
5433,5433,40973,1,"chvi",415,66.7,290.60001,241735,3,36,"1.3","9/10/2018","alive","NULL",21437,"A"
5456,5456,41001,1,"fagr",415,79.6,284.79999,241746,3,108,"1.3","9/10/2018","alive","NULL",21437,"A"
5482,5482,41039,1,"frni",416,75.6,317,241808,3,392,"1.3","9/10/2018","alive","NULL",21437,"A"
5562,5562,42073,1,"fram",419,62.6,369.79999,241908,3,68,"1.3","9/10/2018","alive","NULL",21437,"A"
5600,5600,42113,1,"fram",420,72.5,392.10001,241966,3,68,"1.3","9/10/2018","alive","NULL",21437,"A"
5622,5622,42136,1,"fram",421,70.7,407.39999,206083,3,40,"1.3","3/27/2018","alive","NULL",21270,"A"
5668,5668,42182,1,"cato",422,74.1,426.29999,206139,3,114,"1.3","3/28/2018","alive","NULL",21271,"A"
6002,6002,50016,1,"fram",501,88.2,6,227855,3,143,"1.3","7/6/2018","alive","NULL",21371,"A"
6023,6023,50038,1,"fram",501,89.3,12.5,227891,3,215,"1.3","7/6/2018","alive","NULL",21371,"A"
6033,6033,50048,1,"chvi",502,87.9,30.2,228024,3,NA,"NULL","7/17/2018","stem dead","DC",21382,"G"
6054,6054,50164,1,"chvi",502,81.6,34,228039,3,69,"1.3","7/17/2018","alive","NULL",21382,"A"
6062,6062,50173,1,"cagl",503,85.1,48.1,229650,3,375,"1.44","7/12/2018","alive","A;I;F",21377,"A"
6067,6067,50178,1,"cagl",503,87.1,55.4,229657,3,240,"1.3","7/12/2018","alive","F",21377,"A"
6068,6068,50179,1,"cagl",503,83.4,57.7,229658,3,167,"1.3","7/12/2018","alive","F",21377,"A"
6069,6069,50180,1,"cato",503,89.3,60,229659,3,241,"1.3","7/12/2018","alive","F",21377,"A"
6071,6071,50182,1,"caovl",503,87.2,52.7,229661,3,392,"1.3","7/12/2018","alive","F",21377,"A"
6109,6109,50221,1,"qual",503,96.4,42.8,229667,3,768,"1.3","7/12/2018","alive","F",21377,"A"
6116,6116,50228,1,"cato",503,97.1,47,229675,3,108,"1.3","7/12/2018","alive","F",21377,"A"
6117,6117,50229,1,"caovl",503,99.4,47,229676,3,390,"1.3","7/12/2018","alive","F",21377,"A"
6119,6119,50231,1,"nysy",503,98.6,47.1,229678,3,205,"1.3","7/12/2018","alive","F;M",21377,"A"
6250,6250,50365,1,"fagr",508,84.7,140,240000,3,148,"1.3","7/20/2018","alive","F",21385,"A"
6254,6254,50369,1,"cato",508,92.7,145.10001,240004,3,148,"1.3","7/20/2018","alive","F",21385,"A"
6256,6256,50371,1,"nysy",508,92.3,149.5,240006,3,117,"1.3","7/20/2018","alive","F",21385,"A"
6257,6257,50372,1,"quve",508,92.4,149.8,240007,3,363,"1.3","7/20/2018","alive","F",21385,"A"
6260,6260,50375,1,"nysy",508,95.5,155.3,240010,3,145,"1.3","7/20/2018","alive","F",21385,"A"
6328,6328,50445,1,"cato",508,96.7,141,240022,3,127,"1.3","7/20/2018","alive","F",21385,"A"
6331,6331,50448,1,"qupr",508,100,143.10001,240027,3,118,"1.3","7/20/2018","alive","F",21385,"A"
6335,6335,50452,1,"cagl",508,97.4,152.7,240037,3,237,"1.3","7/20/2018","alive","F",21385,"A"
6338,6338,50455,1,"qual",508,99.5,158.5,240042,3,341,"1.3","7/20/2018","alive","F",21385,"A"
6339,6339,50456,1,"caca",508,95.7,158.89999,240043,3,126,"1.3","7/20/2018","alive","F",21385,"A"
6392,6392,50512,1,"fram",511,83.8,205.3,242201,3,448,"1.3","9/4/2018","alive","NULL",21431,"A"
6632,6632,52081,1,"fram",519,95.2,373.29999,242427,3,33,"1.3","9/4/2018","alive","NULL",21431,"A"
6815,6815,52265,1,"fram",525,83.4,485.70001,206633,3,55,"1.3","3/28/2018","alive","I",21271,"A"
6821,6821,52271,1,"fram",525,91.8,485.89999,206640,3,35,"1.3","3/28/2018","alive","NULL",21271,"A"
7016,7016,60002,1,"fram",601,113.4,0.3,225581,3,34,"1.3","6/29/2018","alive","NULL",21364,"A"
7197,7197,60196,1,"caca",610,116.4,181.8,240206,3,226,"1.3","7/20/2018","alive","F",21385,"A"
7199,7199,60198,1,"caca",610,113.5,184.5,240208,3,495,"1.3","7/20/2018","alive","F",21385,"A"
7200,7200,60199,1,"caca",610,116.5,188.8,240209,3,101,"1.3","7/20/2018","alive","F;M",21385,"A"
7205,7205,60205,1,"fram",601,103,2.3,225610,3,NA,"NULL","6/29/2018","stem dead","DS",21364,"G"
7397,7397,60410,1,"fram",610,107.3,195.7,240265,3,469,"1.3","7/20/2018","alive","NULL",21385,"A"
7488,7488,60507,1,"qual",610,111.5,199.5,240282,3,415,"1.3","7/20/2018","alive","M",21385,"A"
7494,7494,60513,1,"qual",611,117.7,205.10001,240340,3,330,"1.3","7/20/2018","alive","F",21385,"A"
7842,7842,62265,1,"litu",624,104.2,465.60001,206952,3,588,"1.3","3/30/2018","alive","NULL",21273,"A"
7983,7983,62408,1,"fram",630,111.6,583.90002,207099,3,52,"1.3","5/4/2018","alive","NULL",21308,"A"
9991,9991,82145,1,"fram",820,151.89999,398.5,243778,3,78,"1.3","8/31/2018","alive","NULL",21427,"A"
10137,10137,82297,1,"fram",826,142.3,507.20001,207584,3,76,"1.3","4/2/2018","alive","NULL",21276,"A"
10201,10201,82363,1,"fram",829,157.2,569,207651,3,222,"1.3","5/11/2018","alive","NULL",21315,"A"
10270,10270,82432,1,"fram",832,151.60001,636.59998,207725,3,139,"1.3","5/14/2018","alive","NULL",21318,"A"
11201,11201,92037,1,"litu",917,165.60001,334.79999,245168,3,206,"1.3","8/31/2018","alive","NULL",21427,"A"
148,31338,60200,2,"caca",610,119,191.3,240214,3,145,"1.3","7/20/2018","alive","F;S;I",21385,"A"
1906,32386,12229,2,"fram",123,1.5,453.60001,234592,3,180,"1.3","8/30/2018","alive","S",21426,"A"
3354,32610,22333,2,"fram",226,25.5,502.70001,236162,3,378,"1.4","9/12/2018","alive","A;S",21439,"A"
3754,32644,30095,2,"qupr",304,46.7,79.3,227337,3,194,"1.3","7/17/2018","alive","F;S",21382,"A"
3861,32665,30220,2,"qupr",305,48.6,86.4,227442,3,355,"1.3","7/17/2018","alive","F;S",21382,"A"
3870,32666,30229,2,"fram",306,48.4,100.9,240756,3,NA,"NULL","9/7/2018","stem dead","DN",21434,"G"
4843,32783,40088,2,"fram",401,80,14.4,229973,3,NA,"NULL","7/16/2018","stem dead","DS",21381,"G"
6033,32939,50048,2,"chvi",502,87.9,30.2,228025,3,21,"1.3","7/17/2018","alive","M",21382,"A"
6580,33025,52029,2,"fram",518,84.1,340.5,240050,3,NA,"NULL","9/4/2018","stem dead","DC;WR",21431,"G"
7511,33135,60531,2,"fram",611,106.2,207.39999,240365,3,NA,"NULL","7/20/2018","stem dead","DN",21385,"G"
38,36499,20181,3,"frni",203,29.8,59.2,236702,3,28,"1.3","9/5/2018","alive","S",21432,"A"
38,38309,20181,4,"frni",203,29.8,59.2,236703,3,20,"1.3","9/5/2018","alive","S",21432,"A"
6119,40181,50231,2,"nysy",503,98.6,47.1,229679,3,137,"1.3","7/12/2018","alive","F;S",21377,"A"
2383,40464,20109,2,"frni",202,25.3,30.2,236472,3,NA,"NULL","9/5/2018","stem dead","DC",21432,"G"
2383,40465,20109,3,"frni",202,25.3,30.2,236473,3,NA,"NULL","9/5/2018","stem dead","DC",21432,"G"
4863,40824,40113,2,"frni",402,63.1,35.2,230179,3,18,"1.3","7/16/2018","alive","M",21381,"A"
39074,53781,33421,1,"fram",312,44.3,225.10001,238975,3,37,"1.3","9/7/2018","alive","NULL",21434,"A"
39083,53791,41046,1,"qupr",403,76,56.5,227551,3,268,"1.3","7/13/2018","alive","F",21378,"A"
39403,54239,53115,1,"fram",509,100,170.5,242037,3,20,"1.3","9/20/2018","alive","F",21447,"A"
39440,54278,53152,1,"pato",515,84.8,289,242295,3,117,"1.3","9/4/2018","alive","NULL",21431,"A"
39510,54358,63047,1,"fram",617,104.4,325.39999,241048,3,80,"1.3","9/4/2018","alive","NULL",21431,"A"
7205,57467,60205,2,"fram",601,103,2.3,263529,3,21,"1.3","6/29/2018","alive","M",21364,"A"
2383,59117,20109,4,"frni",202,25.3,30.2,265179,3,20,"1.3","9/5/2018","alive","M",21432,"A"
2383,59118,20109,5,"frni",202,25.3,30.2,265180,3,16,"1.3","9/5/2018","alive","S",21432,"A"
2383,59119,20109,6,"frni",202,25.3,30.2,265181,3,13,"1.3","9/5/2018","alive","S",21432,"A"
42850,64439,43262,1,"fram",403,63.5,57.6,270501,3,16,"1.3","7/13/2018","alive","F",21378,"A"
43918,65709,13322,1,"fram",101,11.3,14.6,271771,3,27,"1.3","8/27/2018","alive","NULL",21423,"A"
44992,67273,23547,1,"fram",207,30.1,135.5,273335,3,15,"1.3","9/6/2018","alive","NULL",21433,"A"
45258,67632,32583,1,"fram",312,41.1,223.1,273694,3,10,"1.3","9/7/2018","alive","NULL",21434,"A"
45262,67637,32587,1,"fram",312,44.6,222.7,273699,3,12,"1.3","9/7/2018","alive","NULL",21434,"A"
45263,67638,32588,1,"fram",312,45.3,223.4,273700,3,18,"1.3","9/7/2018","alive","NULL",21434,"A"
45273,67664,32598,1,"fram",312,46.6,220.5,273726,3,11,"1.3","9/7/2018","alive","NULL",21434,"A"
45274,67665,32599,1,"fram",312,46.5,220.8,273727,3,14,"1.3","9/7/2018","alive","NULL",21434,"A"
45514,67961,33614,1,"fram",308,59.1,142.7,274023,3,15,"1.3","9/7/2018","alive","NULL",21434,"A"
4,4,12165,1,"nysy",122,14.2,428.5,234467,3,142,"1.3","8/29/2018","alive","M",21425,"A"
66,66,20478,1,"acne",205,22.8,96,237329,3,102,"1.3","8/28/2018","alive","M",21424,"A"
70,70,20533,1,"caca",206,28.6,117.3,237459,3,132,"1.3","9/5/2018","alive","M",21432,"A"
77,77,20825,1,"qual",216,34.7,307.20001,235798,3,660,"1.3","8/30/2018","alive","M",21426,"A"
79,79,22123,1,"tiam",220,40,381.10001,235878,3,468,"1.3","8/30/2018","alive","M",21426,"A"
90,90,30362,1,"caca",307,52.8,137.10001,240644,3,114,"1.3","9/7/2018","alive","M",21434,"A"
95,95,30560,1,"quru",315,46.7,295.29999,239114,3,654,"1.3","9/10/2018","alive","M",21437,"A"
101,101,32417,1,"litu",329,47.1,567.29999,239742,3,684,"1.3","9/12/2018","alive","M",21439,"A"
104,104,40024,1,"juni",401,66.9,12.6,229834,3,285,"1.3","7/16/2018","alive","M",21381,"A"
111,111,40664,1,"caco",409,79.4,178,241206,3,479,"1.7","9/10/2018","alive","A;M",21437,"A"
124,124,41021,1,"caca",416,75.5,304.79999,241795,3,170,"1.3","9/10/2018","alive","I;M",21437,"A"
126,126,42119,1,"cato",421,60.6,400.20001,206064,3,382,"1.3","3/27/2018","alive","NULL",21270,"A"
136,136,50469,1,"caco",509,89.4,175.5,242018,3,501,"1.3","9/20/2018","alive","M",21447,"A"
138,138,50571,1,"caca",515,90.8,286.29999,242267,3,122,"1.3","9/4/2018","alive","M",21431,"A"
185,185,72041,1,"cato",717,134.3,338,242884,3,168,"1.3","8/31/2018","alive","M",21427,"A"
238,238,92029,1,"quru",917,171.5,334,245156,3,594,"1.3","8/31/2018","alive","M",21427,"A"
240,240,92205,1,"acru",921,162.39999,418.39999,207765,3,185,"1.3","4/2/2018","alive","M",21276,"A"
242,242,92270,1,"acru",923,179.8,445.20001,207831,3,210,"1.3","4/2/2018","alive","M",21276,"A"
244,244,92384,1,"litu",925,162.2,481.5,207961,3,125,"1.3","4/3/2018","alive","NULL",21277,"A"
247,247,92425,1,"nysy",926,179,513.5,208007,3,174,"1.3","4/3/2018","alive","NULL",21277,"A"
694,694,151166,1,"havi",1514,297.20001,264.60001,250941,3,110,"1.3","8/24/2018","alive","M",21420,"A"
752,752,160665,1,"litu",1604,300.79999,76.2,221623,3,702,"1.3","4/13/2018","alive","I;M",21287,"A"
1006,1006,10006,1,"juni",101,7.2,6.5,232675,3,616,"1.3","8/27/2018","alive","NULL",21423,"A"
1008,1008,10009,1,"caco",101,3.6,10.8,232677,3,283,"1.3","8/27/2018","alive","I",21423,"A"
1009,1009,10010,1,"juni",101,7.3,12.2,232678,3,629,"1.3","8/27/2018","alive","NULL",21423,"A"
1011,1011,10013,1,"fram",102,5.5,23.5,232746,3,268,"1.3","8/27/2018","alive","NULL",21423,"A"
1013,1013,10016,1,"ceoc",102,5.8,22.8,232753,3,257,"1.3","8/27/2018","alive","NULL",21423,"A"
1018,1018,10021,1,"fram",102,5.1,30.1,232765,3,206,"1.3","8/27/2018","alive","NULL",21423,"A"
1030,1030,10035,1,"acru",103,4.8,50.1,232942,3,505,"1.3","8/27/2018","alive","NULL",21423,"A"
1031,1031,10036,1,"acru",103,6.2,49.5,232943,3,442,"1.3","8/27/2018","alive","NULL",21423,"A"
1039,1039,10045,1,"cato",104,0.6,61.2,233033,3,335,"1.3","8/27/2018","alive","I",21423,"A"
1046,1046,10053,1,"acru",104,4.8,61.2,233040,3,171,"1.3","8/27/2018","alive","NULL",21423,"A"
1070,1070,10080,1,"prse",104,3.7,73.4,233099,3,100,"1.3","8/27/2018","alive","NULL",21423,"A"
1094,1094,10109,1,"caco",101,15.1,2,232683,3,127,"1.3","8/27/2018","alive","NULL",21423,"A"
1101,1101,10119,1,"vipr",101,15.7,9.4,232705,3,103,"1.3","8/27/2018","alive","M",21423,"A"
1104,1104,10122,1,"juni",101,15.6,13.6,232711,3,870,"1.3","8/27/2018","alive","NULL",21423,"A"
1108,1108,10130,1,"ceoc",101,15.6,16.2,232716,3,119,"1.3","8/27/2018","alive","NULL",21423,"A"
1113,1113,10136,1,"ceoc",102,15.1,27.6,232805,3,162,"1.3","8/27/2018","alive","NULL",21423,"A"
1115,1115,10139,1,"ceoc",102,13.9,29.6,232830,3,476,"1.3","8/27/2018","alive","NULL",21423,"A"
1131,1131,10157,1,"fram",102,4.3,38.9,232876,3,489,"1.3","8/27/2018","alive","NULL",21423,"A"
1134,1134,10160,1,"acru",103,11.5,42.6,232959,3,653,"1.3","8/27/2018","alive","M",21423,"A"
1137,1137,10163,1,"litu",103,15.4,57.2,232963,3,673,"1.3","8/27/2018","alive","NULL",21423,"A"
1139,1139,10165,1,"acru",103,12.9,58,232965,3,453,"1.3","8/27/2018","alive","NULL",21423,"A"
1157,1157,10185,1,"acru",104,10.9,62.7,233139,3,580,"1.3","8/27/2018","alive","NULL",21423,"A"
1158,1158,10186,1,"qual",104,10.3,62.7,233140,3,330,"1.3","8/27/2018","alive","NULL",21423,"A"
1159,1159,10188,1,"amar",104,11.8,64.5,233141,3,147,"1.3","8/27/2018","alive","M",21423,"A"
1160,1160,10189,1,"acru",104,12.3,64.5,233142,3,330,"1.3","8/27/2018","alive","NULL",21423,"A"
1164,1164,10193,1,"fram",104,17.7,72.3,233149,3,350,"1.3","8/27/2018","alive","NULL",21423,"A"
1165,1165,10194,1,"fagr",104,14.9,73.2,233150,3,346,"1.3","8/27/2018","alive","NULL",21423,"A"
1166,1166,10196,1,"prse",104,17.2,77.9,233151,3,219,"1.3","8/27/2018","alive","NULL",21423,"A"
1167,1167,10197,1,"ceca",104,17.3,79.1,233152,3,255,"1.2","8/27/2018","alive","A;I",21423,"A"
1175,1175,10205,1,"fagr",104,11.8,75,233166,3,125,"1.3","8/27/2018","alive","NULL",21423,"A"
1182,1182,10213,1,"fram",104,6.4,77.7,233192,3,475,"1.3","8/27/2018","alive","NULL",21423,"A"
1219,1219,10251,1,"fram",105,10.9,98.9,233358,3,109,"1.3","8/28/2018","alive","L",21424,"A"
1229,1229,10263,1,"acne",105,1.1,95.9,233378,3,155,"1.3","8/28/2018","alive","M",21424,"A"
1243,1243,10279,1,"fram",106,17.5,108.3,233585,3,155,"1.3","8/28/2018","alive","NULL",21424,"A"
1244,1244,10280,1,"nysy",106,19.7,112.3,233586,3,256,"1.3","8/28/2018","alive","NULL",21424,"A"
1246,1246,10284,1,"ceca",106,15.7,103.2,233589,3,175,"1.3","8/28/2018","alive","I",21424,"A"
1247,1247,10285,1,"fram",106,10.5,103.4,233590,3,254,"1.3","8/28/2018","alive","NULL",21424,"A"
1249,1249,10287,1,"caca",106,13.9,112.9,233592,3,190,"1.3","8/28/2018","alive","L",21424,"A"
1304,1304,10346,1,"acne",106,0.6,102.6,233634,3,129,"1.5","8/28/2018","alive","A",21424,"A"
1359,1359,10401,1,"caca",106,8.8,108.1,233737,3,152,"1.3","8/28/2018","alive","NULL",21424,"A"
1363,1363,10405,1,"caca",106,6.1,114.5,233745,3,125,"1.3","8/28/2018","alive","NULL",21424,"A"
1380,1380,10424,1,"caco",106,0.6,117,233780,3,464,"1.3","8/28/2018","alive","NULL",21424,"A"
1382,1382,10427,1,"juni",106,1.5,112.8,233782,3,305,"1.3","8/28/2018","alive","NULL",21424,"A"
1387,1387,10433,1,"caca",107,14,122.7,233862,3,107,"1.3","8/29/2018","alive","NULL",21425,"A"
1388,1388,10434,1,"caco",107,20,121.7,233863,3,191,"1.3","8/29/2018","alive","NULL",21425,"A"
1390,1390,10436,1,"fagr",107,10.3,128.2,233865,3,593,"1.3","8/29/2018","alive","NULL",21425,"A"
1394,1394,10443,1,"caca",107,18.2,136.3,233869,3,144,"1.3","8/29/2018","alive","L",21425,"A"
1395,1395,10444,1,"quru",107,14.8,135.89999,233870,3,109,"1.3","8/29/2018","alive","NULL",21425,"A"
1396,1396,10445,1,"acru",107,17.5,139.89999,233871,3,226,"1.3","8/29/2018","alive","I;M",21425,"A"
1397,1397,10446,1,"nysy",107,13.7,139.10001,233873,3,664,"1.3","8/29/2018","alive","NULL",21425,"A"
1403,1403,10452,1,"cagl",107,11.2,133.39999,233880,3,460,"1.3","8/29/2018","alive","NULL",21425,"A"
1404,1404,10454,1,"cagl",107,4.6,137.39999,233881,3,247,"1.3","8/29/2018","alive","NULL",21425,"A"
1412,1412,10462,1,"caca",108,11.1,152.89999,233923,3,135,"1.3","8/29/2018","alive","NULL",21425,"A"
1413,1413,10463,1,"acru",108,10.6,153.8,233924,3,152,"1.3","8/29/2018","alive","NULL",21425,"A"
1414,1414,10464,1,"cato",108,11.7,157.39999,233925,3,462,"1.3","8/29/2018","alive","NULL",21425,"A"
1415,1415,10465,1,"cato",108,11.4,158.2,233926,3,142,"1.3","8/29/2018","alive","NULL",21425,"A"
